voxel_id,dose_gy,let_kev_um,alpha,beta,sf,bed
9396297,15.770414967311561,0.0,0.1,0.02,0.0014284558239466,65.51161261555247
9396298,16.009856333369854,0.0,0.1,0.02,0.0011977677897872904,67.2729562963984
9396299,15.820051811158745,0.0,0.1,0.02,0.0013774986909160718,65.87485967270815
9396300,16.124641534766464,0.0,0.1,0.02,0.0010998896240655628,68.12545445970963
9396301,16.155382534649096,0.0,0.1,0.02,0.0010749663176824375,68.35465950281811
9396302,16.421898542805852,0.0,0.1,0.02,0.0008798449235280331,70.35764889284765
9396303,16.276090314004747,0.0,0.1,0.02,0.0009820863216100323,69.25831349593258
9396304,16.558117835863747,0.0,0.1,0.02,0.0007933571107254293,71.39237108913358
9396581,15.735725582122905,0.0,0.1,0.02,0.0014650971127700828,65.25833750129836
9396582,16.11420651645768,0.0,0.1,0.02,0.0011084710066318595,68.04773684746712
9396583,15.7763375452706,0.0,0.1,0.02,0.0014222853760075412,65.55490281373355
9396584,15.527307243469103,0.0,0.1,0.02,0.001704171638192735,63.74676129008672
9396585,16.35449396508155,0.0,0.1,0.02,0.0009258124759622717,69.84838853585931
9396586,15.919325498853112,0.0,0.1,0.02,0.0012805942683360824,66.60431036654009
9396587,16.252117974646733,0.0,0.1,0.02,0.000999916711749414,69.07838570701382
9396588,16.792482706528578,0.0,0.1,0.02,0.0006628261763299987,73.18997779634084
9396864,10.62115647320994,0.0,0.1,0.02,0.03621452694268445,33.182949438891825
9396865,15.569047316704236,0.0,0.1,0.02,0.0016535853341721823,64.04809418665931
9396866,15.74531451786611,0.0,0.1,0.02,0.0014548826462393437,65.32830037117117
9396867,15.915941168590805,0.0,0.1,0.02,0.0012837910989147898,66.57937782499954
9396868,16.25916866269321,0.0,0.1,0.02,0.0009946415088821314,69.13128178307419
9396869,16.514403569975602,0.0,0.1,0.02,0.0008202094180565876,71.05950862438019
9396870,16.731282734285173,0.0,0.1,0.02,0.0006948290512215687,72.71844712120301
9396871,16.050750324039406,0.0,0.1,0.02,0.0011620068196300495,67.57606751696963
9396872,16.481970404961817,0.0,0.1,0.02,0.0008406761839167766,70.81304009096927
9396873,16.72056568845453,0.0,0.1,0.02,0.0007005793602896221,72.63602907683912
9397148,9.249374606887763,0.0,0.1,0.02,0.0716504336019182,26.359560730595792
9397149,14.680096567804668,0.0,0.1,0.02,0.0030945451032943242,57.78114361581875
9397150,15.690037123581746,0.0,0.1,0.02,0.0015146831388861256,64.92549011145641
9397151,15.711753242764889,0.0,0.1,0.02,0.0014909241393912718,65.08359123507148
9397152,16.609164817320227,0.0,0.1,0.02,0.0007630373317332752,71.78203600310184
9397153,16.76286981673338,0.0,0.1,0.02,0.0006781357481677982,72.96163071528359
9397154,16.683338055569145,0.0,0.1,0.02,0.0007209006830305769,72.35009179084946
9397155,16.601268046708174,0.0,0.1,0.02,0.0007676560168761578,71.72168819843894
9397156,16.61367725766997,0.0,0.1,0.02,0.0007604097188429387,71.81653166207404
9397157,16.80602002757781,0.0,0.1,0.02,0.0006559354415694303,73.2944818610471
9397433,16.0129586361103,0.0,0.1,0.02,0.0011950195316603066,67.2959274924662
9397434,15.791002976407269,0.0,0.1,0.02,0.001407112146859041,65.6621579765879
9397435,15.858971609175287,0.0,0.1,0.02,0.0013387261239711124,66.16036770930084
9397436,16.18527745196615,0.0,0.1,0.02,0.0010512326309053376,68.57791869139092
9397437,16.138742910859413,0.0,0.1,0.02,0.0010883910807214729,68.23054745942241
9397438,15.989268324274144,0.0,0.1,0.02,0.0012161552105359006,67.12060863340145
9397439,16.490431230617588,0.0,0.1,0.02,0.0008352916885608531,70.87729566496317
